,Sentence1,Sentence2,Sentence1_embedding,Sentence2_embedding
94,The show is excellent.,The show could be excellent.,"[ 0.47950068 -1.1749728   0.9501265  ... -0.5536761  -1.4415009
  3.0800896 ]","[ 0.07062006 -0.80969363  0.961368   ... -0.64721113 -0.37987986
  3.190334  ]"
95,The food is spicy.,The food might be spicy.,[-1.0632905  4.4076204  2.9572902 ...  1.8833687 -2.6232657  4.244834 ],[-1.5460025  3.8901126  2.2271693 ...  1.5510219 -3.4322217  3.3389091]
96,The coffee is bitter.,The coffee may be bitter.,"[-1.904187    4.089547    3.8171897  ...  0.02384989 -1.1892282
  3.3754525 ]","[-3.1632125   2.981659    3.5589054  ... -0.01873732 -2.9341
  3.1798763 ]"
97,The music is relaxing.,The music might be relaxing.,"[ 0.9007616   3.5969346   1.6052586  ... -0.99516046  1.6157162
  0.8638584 ]","[-0.09804708  2.101815    1.3243245  ... -1.0641202   0.06713365
  0.8773751 ]"
98,The movie is boring.,The movie could be boring.,[0.56705415 1.4125952  1.1621532  ... 0.01897155 1.210166   2.5468109 ],[-0.403936   1.0318661  0.973475  ... -0.7289277  1.6639906  2.8916175]
99,The weather is warm.,The weather might be warm.,[ 1.3469126  0.984297   1.7295372 ... -1.6257128 -2.0473068  2.2272217],"[ 0.20881061 -0.46701404  0.36767507 ... -1.4070324  -3.5688698
  2.5113552 ]"
100,The day is cloudy.,The day may be cloudy.,"[ 0.16136451 -2.126003    2.888494   ...  0.52829665 -1.994976
  0.96285456]","[ 0.97710705 -2.917919    1.6540695  ...  1.0410367  -3.5492613
  1.3412876 ]"
101,The night is cool.,The night might be cool.,"[ 1.9855343  -0.18280502  0.91298467 ... -0.08583948 -2.290291
  0.58067167]","[ 0.85198957 -2.3420098  -0.15178186 ...  0.2492485  -3.4745493
  1.1458853 ]"
102,The wind is strong.,The wind could be strong.,[ 1.2214096  3.7252579  2.2198315 ... -0.7275811 -1.1960952 -0.364415 ],"[ 2.203635    2.820897    1.2048459  ... -0.57446986 -1.4384958
 -0.03243346]"
103,The rain is heavy.,The rain might be heavy.,"[ 0.59208363  2.7806509   3.2801347  ...  0.05723773 -3.9172776
 -0.34755856]","[ 0.7483032   2.9872386   2.4415398  ...  0.4113554  -5.454798
 -0.29500768]"
104,The snow is deep.,The snow may be deep.,"[ 0.12643811 -0.17497143 -1.2142975  ... -2.9876297  -0.6310398
  0.6131239 ]","[ 0.03354478 -1.0137415  -1.6498667  ... -2.3055992  -2.3317053
  0.52713925]"
105,The sun is setting.,The sun might be setting.,[-0.9563589  2.8397229  2.7038608 ...  2.371984  -3.2721493  2.0936425],[-0.9720703  1.7191306  2.4097598 ...  2.5644388 -4.3507094  1.5710322]
106,The moon is rising.,The moon may be rising.,"[ 0.8640145   1.4362464   2.117743   ... -0.79862523 -3.2083447
  2.2951636 ]","[-0.18891847  0.63558525  1.4906473  ... -1.1623648  -3.5864542
  2.2650974 ]"
107,The stars are visible.,The stars might be visible.,"[-0.62903696  0.05348663  1.5564901  ...  0.3425668  -3.0200963
  1.1676961 ]","[-0.91842824 -1.145614    1.2844357  ...  1.359146   -3.3143117
  1.1343766 ]"
108,The sky is clear.,The sky might be clear.,"[ 0.72254235  0.12966962  4.323163   ... -1.7073386  -4.379657
  1.5131068 ]","[ 0.20058608 -1.6121839   2.5345552  ... -1.191629   -5.699199
  0.45259735]"
109,The birds are chirping.,The birds might be chirping.,"[ 1.2191333   0.26034713  0.3148972  ... -2.5025346  -1.5047927
  0.58451825]","[-0.13307837  0.7145261   0.9457483  ... -1.7689177  -2.0682273
  0.69986755]"
110,The dogs are barking.,The dogs may be barking.,"[ 0.39124644  3.7949429   0.3156269  ... -1.8289512  -1.5837183
 -0.96968603]","[-0.02475895  3.4131534  -0.04313874 ... -1.123719   -2.15249
 -0.7828932 ]"
111,The cats are meowing.,The cats might be meowing.,"[ 1.87829     1.4652325   1.4751391  ... -0.77152175 -3.0697587
  2.5003893 ]","[ 0.84976643  1.4259707   1.8513088  ... -0.20980258 -3.2251904
  2.6684592 ]"
112,The leaves are changing color.,The leaves may be changing color.,"[ 0.71406865 -2.6047287   0.37814093 ... -1.8673606  -5.102622
  0.50272775]","[-6.1668670e-03 -3.3043025e+00  2.7858147e-01 ... -1.4685270e+00
 -6.3397698e+00  3.0219084e-01]"
113,The flowers are wilting.,The flowers might be wilting.,"[ 2.5215318   3.5385199  -0.82821137 ...  0.07310375 -3.321288
  0.27563027]","[ 0.9798444   2.4662476  -1.3378888  ...  0.60413903 -3.4049778
  0.58705294]"
114,The trees are losing their leaves.,The trees may be losing their leaves.,"[-0.87396526  1.3139681  -1.3822552  ... -1.4692919  -4.258966
  0.30401078]","[-2.472351    0.45748696 -1.3174548  ... -1.1214538  -4.5889487
  0.21035281]"
115,The grass is growing.,The grass might be growing.,[ 1.2068691  1.8553112  4.057846  ... -0.0451164 -5.7244864  3.8065236],"[ 0.7212053   1.2003464   3.8950555  ...  0.37870082 -6.110094
  3.8093042 ]"
116,The river is flowing.,The river might be flowing.,"[ 1.1160661   3.0325794   2.0600479  ... -0.33227378 -3.284558
  0.7641581 ]",[ 0.7457401  2.1027198  1.3401915 ...  0.6757369 -4.9153895  0.6045695]
117,The ocean is calm.,The ocean may be calm.,"[ 1.962929    4.338113    3.7449005  ... -0.25837356 -2.3038404
  1.754693  ]","[ 0.33060184  3.386137    2.2894287  ... -0.23399349 -3.2141492
  1.035912  ]"
118,The beach is crowded.,The beach might be crowded.,"[ 1.1314621  -2.3262873   4.089204   ...  1.0071037   0.17307429
  4.188298  ]","[ 0.37506112 -2.6464036   3.254389   ...  1.2211946  -0.37896785
  3.3015385 ]"
119,The city is bustling.,The city may be bustling.,[-1.7380722 -2.542832   2.038175  ...  0.624153  -2.1537082  1.4987032],[-1.9417003 -1.6803665  2.2177153 ...  1.1474315 -3.7554963  1.4367638]
120,The town is quiet.,The town might be quiet.,"[ 2.1395447  -3.2706249   1.7982038  ...  0.30886683 -1.8866898
  2.6448827 ]",[ 0.6014958 -3.0513532  1.1281403 ...  1.0420616 -2.8840172  2.0977309]
121,The mountains are majestic.,The mountains could be majestic.,"[-0.45864028  1.1373366   0.2972594  ... -0.65089214 -0.91817635
  2.064169  ]","[-0.40050688  1.3669224   0.61463577 ... -0.9549167   0.5353884
  1.8287278 ]"
122,The desert is vast.,The desert might be vast.,"[-0.19400688  1.8022989   3.3075976  ...  0.45220613 -0.68591183
  1.5950278 ]","[-0.4600277   1.5262737   2.197971   ...  0.17946382 -0.76798534
  1.6333137 ]"
123,The forest is dense.,The forest may be dense.,"[ 0.12452469 -0.77470976  2.3537793  ... -1.1589665  -0.4681471
  1.645951  ]","[-0.7759659   0.36454117  2.0044622  ... -1.1533095  -2.0533335
  0.4177952 ]"
124,The field is empty.,The field might be empty.,"[ 0.01962445  2.2271073   1.1210953  ...  0.11914561 -1.8290936
  4.6793156 ]","[ 0.08300865  0.10569098  1.230986   ...  0.50133866 -2.7413855
  3.7717075 ]"
