,Sentence1,Sentence2,Sentence1_embedding,Sentence2_embedding
16,The milk is cold,The milk is not cold,"[ 0.18777291  2.6354666   3.140661   ... -1.453136   -3.4288964
  1.8045137 ]","[-0.01911459  3.172272    3.5255075  ... -0.9938556  -3.3782248
  2.1962852 ]"
17,The pizza is delicious,The pizza is not delicious,"[-0.4146369   1.6127574   2.6170578  ... -0.47402936  0.26497775
  2.5699565 ]","[-0.3765815   0.43773207  2.1953983  ...  0.40945253 -0.22718418
  2.6871853 ]"
18,The movie is interesting,The movie is not interesting,"[-0.5206444   1.1726595   1.4603713  ... -0.2624091  -0.68128216
  3.1515915 ]","[-0.44937116  0.9165368   0.7394716  ... -0.4548982   0.3463853
  2.6031032 ]"
19,He is happy,He is not happy,[ 1.5759903  4.1515718  3.204564  ... -0.418363  -0.434319   4.038656 ],[ 1.324284   4.1671996  2.4658437 ...  0.1366207 -1.207195   3.9990287]
20,She is sad,She is not sad,"[-0.3451103   2.7892525   2.3647075  ... -0.82510096 -3.2823946
  5.189975  ]",[ 0.9088742  3.3149297  3.3757558 ... -1.1339613 -3.5216165  4.8924956]
21,They are tired,They are not tired,"[ 0.32928887  2.7219715   2.2348416  ... -1.3091296  -1.7191249
  3.7514985 ]",[ 0.3010996  2.8223364  1.8614738 ... -0.7104638 -1.4608905  3.208932 ]
22,We are hungry,We are not hungry,"[-2.4627035   2.0662303   0.76225203 ... -1.9012185  -2.6853912
  1.9241223 ]",[-1.2976047  2.1260328  1.9354544 ... -0.8065938 -2.8962605  2.6439638]
23,I am thirsty,I am not thirsty,"[-1.2432455   3.1946838   3.118632   ... -0.80574816 -1.1690869
  3.2006817 ]","[-0.15883541  2.0089881   3.0581307  ... -0.65578794 -1.6511896
  4.022711  ]"
24,The door is open,The door is closed,"[ 3.9903197   2.780878    3.0192463  ... -0.5362985  -0.54952216
  0.46952918]","[ 4.0382237   3.502339    3.4785643  ... -1.3303001   0.1957224
  0.58093053]"
25,The window is closed,The window is open,[ 1.3801603  2.020212   2.8192275 ... -1.6939435 -2.7706866  1.0340843],[ 1.9254992  1.3513534  2.4719353 ... -1.0601249 -3.7547548  1.1072795]
26,The light is on,The light is off,"[-0.0801788   2.5057755   3.0582113  ... -0.23202732 -4.236784
  1.7955922 ]","[ 0.42801663  3.037819    2.7731607  ... -0.09633416 -3.8063228
  0.88828546]"
27,The music is loud,The music is quiet,"[-1.175152    1.84485    -0.40547857 ... -0.9383563  -0.48930988
  0.6260273 ]","[ 0.59062815  1.204834   -0.19653502 ... -1.592804   -0.697299
  0.57629097]"
28,The party is fun,The party is not fun,"[ 2.506178   -3.2618716   0.88586867 ... -0.54774004 -1.1580501
  2.326478  ]","[ 1.8068689  -3.0229723   0.6728381  ... -0.27916485  0.31079125
  2.3666894 ]"
29,The food is tasty,The food is not tasty,"[-0.31035572  3.355147    1.2136014  ... -0.11849308 -1.9171588
  1.8625844 ]","[-0.12203243  3.531749    1.37627    ...  0.5407178  -2.3590271
  1.8878492 ]"
30,The weather is nice,The weather is not nice,[ 1.3796654 -0.6124972  0.7581149 ... -2.06953   -2.3282106  2.101903 ],"[ 0.46726483 -0.68125266  0.4520049  ... -2.1185737  -2.3388572
  1.9479116 ]"
31,He finished his work,He did not finish his work,"[-0.3608245   1.3232352   1.8828573  ... -0.27066672  1.4329438
  4.2927465 ]","[ 0.30890295  3.2015975   0.5598414  ... -0.03044649 -0.46583354
  4.421368  ]"
32,She completed the project,She did not complete the project,"[-0.50127006  1.9085569   0.94157267 ...  0.846485   -1.8029977
  3.7982903 ]","[ 0.80131596  3.6550357   0.14333975 ...  0.7392082  -1.7401242
  3.7853134 ]"
33,They solved the problem,They did not solve the problem,"[ 1.6583487   4.770209   -0.65733707 ...  0.87570804 -2.5832043
  2.2171655 ]",[ 1.2022982  4.7883534 -1.5787472 ...  0.3324102 -2.8474638  2.724532 ]
34,We answered the question,We did not answer the question,[-1.7775741  1.8026482 -0.3750307 ... -1.463681  -2.8583107  1.9792569],"[-0.2568787   3.9311483  -1.8049401  ... -0.16363657 -2.2421958
  2.7429063 ]"
35,I understood the instructions,I did not understand the instructions,"[-1.3561559   0.99657094 -1.0023723  ... -1.7605636  -1.2979082
  3.2964497 ]","[-0.31576863  0.5912049  -1.7204224  ... -0.95307016 -1.007427
  4.4500747 ]"
36,The train arrived on time,The train did not arrive on time,"[-0.41120285  0.43271914  2.6232154  ... -1.8509935  -2.5940678
  3.3484836 ]","[ 0.6336785   0.20681651  0.24818507 ... -0.35984325 -4.103495
  3.500637  ]"
37,The plane departed early,The plane did not depart early,"[ 1.4786696   0.15396813  1.6892769  ... -1.7389731  -1.7870681
  3.947053  ]","[ 1.9405303   1.2902709  -0.72981685 ... -0.18788369 -2.2310617
  4.998306  ]"
38,The bus left late,The bus did not leave late,[-1.4326428 -2.5524828  1.3351787 ... -0.9296638 -2.4179327  1.3983219],"[ 1.6589165e-03 -1.1930990e+00 -6.8626261e-01 ...  2.1503651e-01
 -3.0694494e+00  1.5875543e+00]"
39,The car broke down,The car did not break down,[ 2.7943094  4.884386   1.7995113 ... -1.4208515 -3.6611648  1.9812022],[ 2.0066268  4.3710093 -0.0983923 ... -1.2013907 -3.0491817  2.7615001]
40,The phone battery died,The phone battery did not die,"[ 0.7074259   3.078793    2.2297468  ... -0.97068286 -3.390831
  0.8912522 ]",[ 1.9598559  4.6907125  1.4008745 ...  0.1841907 -3.6250572  1.7209624]
41,The computer crashed,The computer did not crash,[ 3.1721795  4.960447   0.4105464 ... -1.4164715 -2.3427737  3.7094936],[ 3.8279338  5.7445064 -0.8765033 ... -0.7325269 -2.0765095  3.1944938]
42,The internet connection failed,The internet connection did not fail,"[-0.15334487  3.9694376   0.12580028 ... -0.7155671  -2.8653362
  3.1332827 ]",[ 2.261359   4.9607544 -1.0381725 ...  0.6893053 -3.1270578  2.93101  ]
43,The printer jammed,The printer did not jam,[ 1.5166756  3.76128    1.7625198 ... -0.9248019 -4.568474   3.0849342],"[ 2.59587     5.1713758  -0.41470394 ... -0.30320856 -3.2264047
  4.028587  ]"
44,The lights went out,The lights did not go out,"[ 1.2891217  -0.13952547 -0.82003725 ... -2.2070515  -3.7293482
 -1.0843713 ]","[ 0.63973814  1.2358145  -1.2479632  ... -1.2465672  -3.9923344
 -0.13508646]"
45,The oven is preheated,The oven is not preheated,[ 1.0358664  3.8972924  1.6272317 ... -2.41966   -4.406223   2.5214875],"[ 0.43947545  4.128552    2.096802   ... -2.1252663  -4.719018
  2.125128  ]"
46,The refrigerator is working,The refrigerator is not working,[ 3.028293   3.5810206  1.7840155 ... -1.2050097 -2.1970217  0.2692809],[ 3.1481507  4.335331   1.4510865 ... -1.2292473 -1.9188884 -0.5941981]
47,The washing machine is clean,The washing machine is dirty,"[ 3.828703    4.905273    1.6188339  ...  2.0875218  -2.9808278
  0.60188377]","[ 3.9883144   5.2800794   2.029309   ...  2.2959113  -3.907219
  0.26171505]"
48,The dishwasher is full,The dishwasher is not full,[ 3.3762884  4.024622   1.9197812 ...  2.0320187 -2.2895198  1.1398734],"[ 3.7929752   4.8889623   2.483373   ...  1.8255832  -2.2187147
  0.22646248]"
49,He likes to swim,He does not like to swim,"[ 2.2210445   5.293107   -0.84549195 ...  0.04632413 -2.936152
  5.1861415 ]","[ 2.861305    5.124755   -0.90723616 ...  0.5055174  -3.2761524
  4.733764  ]"
50,She enjoys reading,She does not enjoy reading,"[ 1.8162899   4.0428524  -0.02210863 ... -1.7610401  -2.298988
  3.790985  ]",[ 2.1410778  3.920107  -0.2985059 ...  0.064779  -3.201367   4.096103 ]
51,They love to travel,They do not love to travel,"[ 0.76199484  4.243427   -0.519619   ... -0.42444587 -0.47367382
  3.310183  ]","[ 1.0816612   5.5407605  -0.43690085 ... -0.4353949  -1.0192474
  3.9035366 ]"
52,We appreciate your help,We do not appreciate your help,"[ 1.6293535   3.5253193  -0.5017812  ... -1.7043192  -1.38705
  0.36688304]","[ 1.4464275   4.470683    0.6416164  ... -0.60781294 -1.5889772
  1.0373449 ]"
53,I believe you,I do not believe you,"[-1.5424324   3.4532955   0.46265885 ... -0.93296534 -0.41846466
  2.2982538 ]","[-0.6685419   3.3205733  -0.46819606 ...  0.12425788 -0.5287902
  3.582602  ]"
54,The story is true,The story is false,"[-0.666958   -0.60084206  1.0282835  ...  1.2231312  -2.0758638
  3.0119925 ]","[-0.19720358  0.4739846   1.3037304  ...  0.9626274  -1.1776792
  3.3728404 ]"
55,The news is accurate,The news is inaccurate,"[ 0.07112677  1.0193464  -1.164752   ... -0.14726686 -1.7492757
  2.4224253 ]","[ 0.18417543  0.868611   -1.2055341  ...  0.01828611 -1.8585802
  2.5322561 ]"
56,The evidence is convincing,The evidence is not convincing,"[ 2.0030603   2.4921036   0.11331908 ... -0.6835729   1.3886032
  4.9846616 ]","[ 1.4995787   3.1771655   0.462274   ... -0.39062542  1.9107136
  5.7256575 ]"
57,The argument is valid,The argument is invalid,"[ 1.2497523   0.6521436   1.6164738  ... -2.0343065   0.68792707
  3.6886635 ]","[ 1.1777395   0.49575752  1.1218239  ... -2.0199947   1.4355742
  3.9349322 ]"
58,The conclusion is sound,The conclusion is unsound,"[ 0.21994084  1.2145443  -0.696902   ... -0.5099834   1.1364186
  2.960956  ]","[ 1.364522    0.29662377 -0.7732976  ... -0.242205    1.133398
  3.210443  ]"
59,The explanation is clear,The explanation is unclear,"[ 1.0019985   1.4992588   0.32842967 ... -1.1621084  -0.7749156
  2.6025357 ]","[ 0.8745544   1.4126722   0.15681535 ... -1.4122927  -1.1768909
  3.4238954 ]"
60,The instructions are simple,The instructions are not simple,"[ 1.0956361   3.3074603  -0.44754127 ... -0.70592076 -0.18019018
  4.0792665 ]","[ 0.404725    3.3859525  -0.47742766 ... -1.0686496  -0.39017516
  3.5084233 ]"
61,The task is easy,The task is difficult,[ 2.0542169  1.9518242  1.6863642 ... -0.1935386  0.6982894  1.9340389],"[ 0.47563243  1.2574583   2.1249752  ... -0.27080902 -1.7475834
  2.3682024 ]"
62,The problem is solvable,The problem is unsolvable,"[ 1.830548   -0.72401917 -0.4351779  ...  0.40561897 -1.931765
 -0.0861879 ]","[ 1.4108528   0.02149362 -0.11249316 ...  0.3492971  -1.2375408
  0.7353586 ]"
63,The solution is correct,The solution is incorrect,"[ 1.2405764   3.9978304  -0.5391689  ...  0.42895788 -1.1726402
  1.6932089 ]","[ 1.6908567   4.321004   -0.5697856  ...  0.03256685 -1.3434981
  1.5633916 ]"
64,The answer is right,The answer is wrong,"[-0.3574177   2.2312713   0.4379834  ... -0.75930357 -1.1959492
  3.643536  ]","[ 0.22649063  2.7976995   0.8418752  ... -0.9535616  -1.1959753
  3.2632906 ]"
65,The result is positive,The result is negative,"[ 0.09109926  3.5467029  -0.0981425  ... -0.8626977   0.0695056
  2.9947884 ]","[-0.31827796  3.6771183  -0.36764455 ... -1.1683677  -0.35723817
  3.126932  ]"
66,The outcome is successful,The outcome is unsuccessful,"[-0.02146053  3.5292926   0.24863091 ... -0.69977236  1.0214266
  3.3221874 ]","[-0.08067358  3.5445337   0.06275278 ... -0.5589122   1.023923
  3.2295055 ]"
67,The project is complete,The project is incomplete,"[ 0.40140548  0.15088418  0.9890419  ... -0.03130952 -0.94488996
  1.269452  ]","[ 0.7266221  -0.22467358  0.63754165 ...  0.4245246  -1.025456
  1.3668051 ]"
68,The meeting was productive,The meeting was unproductive,"[ 2.248481   -2.3649569  -0.0197055  ... -1.1630931  -0.26738012
  1.9705749 ]","[ 2.1354134  -2.234787   -0.7847083  ... -0.0831383  -0.44355956
  2.6233082 ]"
69,The presentation was effective,The presentation was ineffective,[-0.500116   0.6713288 -0.3008993 ... -1.6354711 -0.4322005  2.31322  ],"[-0.06345786  0.27207297 -0.44601128 ... -1.2574786   0.33106244
  2.1297882 ]"
70,The experiment was a success,The experiment was a failure,"[ 1.9512981   3.3096707   1.1783257  ... -0.5100814  -3.059311
  0.75973845]","[ 1.7709299   3.2230403   0.9402655  ... -0.22202535 -2.9820466
  0.74428886]"
71,The performance was excellent,The performance was poor,"[ 0.25777268  0.61785686 -0.7092527  ... -1.7810779  -1.9330126
  2.3578436 ]","[-0.12240702  0.27302307 -0.900953   ... -1.9319121  -1.8457944
  2.07909   ]"
72,The game was exciting,The game was boring,"[ 2.4990525  -1.3661144  -0.71878076 ... -0.61149913 -0.83153754
  3.9540572 ]","[ 3.6200078  -1.413641   -1.0668159  ... -0.76196796  0.44943547
  1.9458807 ]"
73,The movie was scary,The movie was not scary,"[-0.45062423  1.3042626   1.2402482  ... -0.9626954  -0.17214054
  3.0350575 ]","[-0.16027217  1.2252343   0.92127085 ... -1.4323994  -0.08316641
  2.6458764 ]"
74,The book was long,The book was short,"[-2.2667136  -1.1359184   1.851716   ... -0.35013434  1.294626
  2.406925  ]",[-1.055531  -0.8836512  2.19162   ... -1.3879714  1.4832634  1.309628 ]
75,The song was popular,The song was unpopular,"[ 1.1989136   1.301236    0.3872786  ... -0.80314744 -0.12066603
  0.59330195]","[ 1.3889107   1.8402971   0.01554453 ... -0.8260785   0.1904912
  0.3879053 ]"
76,The painting was beautiful,The painting was ugly,"[-1.9757243   0.00282997  1.2551465  ... -1.3211279  -1.7030785
  2.4438505 ]","[-2.3488505  -0.37166065  1.4543056  ... -1.2521508  -1.7710412
  1.7307268 ]"
77,The sculpture was impressive,The sculpture was unimpressive,"[-3.2490954   0.9095566   0.55684185 ... -2.3173742  -0.0876154
  2.6547105 ]","[-1.556388   -0.3317114   0.4978573  ... -2.241009    0.19304012
  2.8869636 ]"
78,The building is tall,The building is not tall,[-1.0145879 -2.041432   0.9175814 ... -0.1372444 -4.0174274  2.8871944],"[-1.5014791  -2.1529396   1.0873581  ...  0.27447766 -4.3777
  2.7283745 ]"
79,The tree is big,The tree is small,"[-0.14022748  2.2908707   1.2698485  ... -2.5621097  -2.9258022
  1.854321  ]",[ 0.4759134  0.8580465  1.5953803 ... -1.7983204 -4.1682467  2.0272958]
80,The river is wide,The river is narrow,"[-0.35850734  1.4623845   1.1643256  ... -1.1089896  -3.2200284
  1.0199847 ]","[-0.1468187  -0.06707543  0.9749722  ... -1.7759368  -3.732737
  1.5762439 ]"
81,The mountain is high,The mountain is low,[ 1.0634865  1.6895033  1.2984759 ...  0.7307671 -2.0238533  2.7090898],"[ 1.2635496  -0.18631     1.320388   ... -0.59847826 -1.2130803
  3.2090223 ]"
82,The road is long,The road is short,"[ 0.10737455  0.4932317   2.1844358  ...  0.7220911  -3.1017244
  2.3993676 ]","[ 0.99853    -0.07954979  2.5265236  ... -0.30626827 -2.8382647
  2.2064946 ]"
83,The path is clear,The path is unclear,"[ 1.5611794   0.7832048   1.6293931  ...  0.20040351 -1.5229305
  1.5966773 ]","[ 0.37366617 -0.3270657   1.3635283  ... -0.05404752 -2.5509086
  1.9530413 ]"
84,The sky is blue,The sky is not blue,"[-0.0620603  -0.31644034  3.0495758  ... -1.443859   -5.3026886
  1.269503  ]","[-0.5878437   0.8373337   3.8171382  ... -1.5984071  -5.619904
  0.16416276]"
85,The grass is green,The grass is not green,[ 1.1746691  0.895833   3.142332  ... -1.5303468 -6.1748867  3.9157438],[ 0.7368913  0.7839748  4.0341077 ... -1.357397  -6.149667   3.8719513]
86,The leaves are brown,The leaves are not brown,[ 1.0265735 -2.2608945 -0.0767369 ... -1.6774334 -4.831254   1.9037201],"[ 0.35136294 -2.306213   -0.04932493 ... -1.1301348  -4.8805327
  1.4814365 ]"
87,The snow is white,The snow is not white,"[ 1.2985984  -0.21035111 -2.3290277  ... -3.4256988  -1.2871077
  0.4198555 ]","[ 0.42732722 -0.65225214 -2.315057   ... -3.3120415  -0.9754068
  0.27633172]"
88,The dog chased the squirrel,The dog did not chase the squirrel,[ 2.563195   3.7633686 -0.6854614 ... -4.4705205 -1.6746616  3.218502 ],[ 2.5497723  5.3505034 -1.8046793 ... -2.8748817 -1.0358245  3.8870702]
89,The bird flew away,The bird did not fly away,[ 0.4913262  2.987215   2.0683012 ... -1.9635042  0.4209968  3.4458938],"[ 2.0811584   4.3802586  -0.7997249  ... -1.5473264   0.16345727
  3.514993  ]"
90,The sun set in the west,The sun did not set in the west,[-0.310801   1.3003708  2.570458  ...  2.5090601 -1.0637732  2.900737 ],[-0.3549905 -0.1000694  1.7077986 ...  3.1201265 -2.041383   3.6953678]
91,The moon rose in the east,The moon did not rise in the east,"[ 1.3968984  -0.12138744  1.7246733  ... -0.69909126 -2.6217136
  3.6371565 ]","[ 8.9006853e-01 -1.1628717e-01  1.3917725e+00 ... -3.8687587e-03
 -3.1618576e+00  3.9708202e+00]"
92,The stars shone brightly,The stars did not shine brightly,"[ 0.46706653  0.5155441  -0.90367    ... -1.286081   -3.5939949
  1.9936165 ]","[ 0.95880336 -0.5686009  -1.1028749  ... -0.14049299 -3.188884
  2.6306007 ]"
93,The wind blew strongly,The wind did not blow strongly,"[ 1.8645566   2.706919   -1.2125713  ...  0.28377593 -0.716589
  0.8852327 ]","[ 3.8620021   2.3626087  -1.3000835  ... -0.06971904 -2.4423234
  1.4728508 ]"
94,The rain poured down,The rain did not pour down,"[-0.34027278  2.7888248  -1.4565414  ...  0.5438458  -5.855027
  1.4139724 ]","[ 1.3784279   2.9033015  -1.4700595  ...  0.31888813 -4.8211184
  2.1531136 ]"
95,The snow fell softly,The snow did not fall softly,[ 1.6130633 -1.1609118 -3.1430285 ... -3.2318904 -2.1426928  2.0575159],"[ 1.8250481   0.34289595 -3.7775946  ... -2.446365   -1.8590857
  2.7298229 ]"
96,The ice melted quickly,The ice did not melt quickly,[ 3.4460864  1.6689289  1.511636  ... -2.7066734 -1.3690495  1.9744313],[ 3.3428566  2.260507   0.9378357 ... -2.0593507 -1.7151502  2.3125775]
97,The river flowed smoothly,The river did not flow smoothly,"[ 2.3998609   1.1028653   0.737294   ... -1.6735582  -2.9625387
  0.08526838]","[ 2.79868     1.226024   -0.99038124 ... -0.48766384 -3.6873825
  0.8652676 ]"
98,The ocean waves crashed,The ocean waves did not crash,[ 2.3163106  3.450657  -1.1866691 ...  2.4192872 -2.548143   2.5786324],[ 2.4984457  4.0462036 -1.6788744 ...  2.3337457 -2.1770742  2.9249516]
99,The mountains stood tall,The mountains did not stand tall,"[ 0.23942867  0.4940157   0.23646623 ... -0.44329458 -1.918566
  1.9097111 ]",[ 1.9705957  3.5334818 -1.0057212 ...  0.3152744 -0.6577042  1.7574873]
100,The trees swayed gently,The trees did not sway gently,"[-0.65069705 -1.0061543  -3.1909919  ... -0.5544585  -1.8013672
  2.5298228 ]",[ 1.0764011  1.2416487 -2.5648565 ... -1.1533475 -1.2888116  2.3046243]
101,The flowers bloomed beautifully,The flowers did not bloom beautifully,"[ 2.1678164   0.46592006 -0.94616556 ... -0.37705413 -3.7334423
  1.7862661 ]","[ 2.777196    1.3298262  -2.5023293  ... -0.09930968 -4.209698
  3.4324265 ]"
102,The leaves turned colors,The leaves did not turn colors,[ 0.9811671 -2.3346367 -0.7553855 ... -2.1085527 -4.1079674  1.7761285],[ 1.105434  -2.1990144 -1.6168728 ... -1.3402175 -4.681766   2.1698103]
103,The fruit ripened on the vine,The fruit did not ripen on the vine,"[ 0.20547472  1.6117302   3.3599784  ... -1.133058   -1.0100242
 -2.2356381 ]","[ 0.11976533  3.755559    1.9890347  ... -1.3860575  -1.8445345
 -0.7137076 ]"
104,The vegetables grew abundantly,The vegetables did not grow abundantly,"[ 1.7182337   1.6509514  -0.27435687 ... -1.4846131  -2.883922
  1.9226291 ]",[ 1.6771945  2.687589  -1.1208259 ... -0.6922013 -2.6114872  2.735934 ]
105,The farmer harvested his crops,The farmer did not harvest his crops,"[-1.4133904   2.1599846   1.8408054  ... -1.0708534  -2.1067462
  0.55896664]","[ 0.5988454   3.7410693   1.025858   ... -0.20523681 -0.41762426
  2.4972408 ]"
106,The baker baked a delicious cake,The baker did not bake a delicious cake,"[-2.0906212  -1.5218459  -1.3411512  ... -3.0511405  -0.79293674
  2.0938883 ]","[-0.8341093   0.75548613 -0.05386838 ... -1.765069   -0.35970062
  3.14111   ]"
107,The chef prepared a wonderful meal,The chef did not prepare a wonderful meal,"[-1.1315074   0.38716507 -0.16018134 ... -0.55735415 -1.4256269
  0.78019875]","[ 1.3762285   1.8507665  -0.95683694 ...  0.3214648  -1.1052399
  3.2046866 ]"
108,The musician played a beautiful song,The musician did not play a beautiful song,"[ 0.03963276  2.9797552  -1.9248556  ... -2.1165373   0.0170721
  1.079739  ]","[ 1.6440676   4.3328924  -2.1405466  ... -1.5818951   0.02766255
  1.7769461 ]"
109,The singer sang a lovely tune,The singer did not sing a lovely tune,"[ 0.9850903   2.02995     0.08017355 ... -1.8949984  -0.17538822
 -0.5635688 ]","[ 1.2382106   3.1589968  -0.8269503  ... -0.41468078 -0.58344793
  1.1697469 ]"
110,The dancer moved gracefully,The dancer did not move gracefully,"[ 0.7583903  -0.5657459  -0.17752606 ... -0.16928864 -1.102893
  2.2776463 ]","[ 2.4226954   1.4910831  -0.41872075 ...  0.231601   -0.41143572
  2.9057033 ]"
111,The artist painted a stunning picture,The artist did not paint a stunning picture,"[-0.39656386 -3.323889    0.49100652 ... -1.872632   -1.0953985
  1.1616684 ]","[-0.13630766 -0.4096352   0.08515579 ... -1.0710673  -1.1343553
  1.8840741 ]"
112,The writer wrote a fascinating story,The writer did not write a fascinating story,"[-0.6438767  -0.50730735  0.65031344 ... -1.7558674   1.8126091
  1.7076577 ]","[ 1.243287    0.9206405  -0.09181714 ... -0.7620189   1.7694446
  1.8908749 ]"
113,The teacher taught a valuable lesson,The teacher did not teach a valuable lesson,"[ 0.13023858  2.975505   -0.02951691 ... -1.850938   -0.2788774
  2.7571127 ]","[ 0.72811145  3.9221015  -0.243269   ... -0.9989917  -0.19895618
  3.2403579 ]"
114,The student studied diligently,The student did not study diligently,"[-0.55908966  2.518983    1.1511652  ... -1.5365981  -1.2285464
  2.8296864 ]","[-0.1603967   3.7849503  -0.10358604 ... -1.4307216  -0.892674
  4.059316  ]"
115,The doctor examined the patient carefully,The doctor did not examine the patient carefully,"[ 0.5460846   3.701826    2.3760777  ... -0.60469645  0.6850047
  0.77228755]","[ 1.4777335   4.4204907   1.2932333  ... -0.18104482  0.43019426
  1.5237966 ]"
116,The nurse cared for the patient compassionately,The nurse did not care for the patient compassionately,"[ 3.1815865   4.639861    0.5254196  ... -1.6395292   0.96966267
  2.0203097 ]","[ 4.9883585   4.3959384   0.30313334 ... -0.6151493   0.65277225
  1.3991526 ]"
117,The firefighter rescued the people,The firefighter did not rescue the people,[3.0416503  5.7474637  1.735203   ... 0.07267437 0.2910072  3.0171106 ],"[ 3.1579366   6.2970395   0.7950696  ...  0.5598284  -0.36415148
  3.3563786 ]"
118,The policeman arrested the suspect,The policeman did not arrest the suspect,[ 1.9514799  7.0783134  1.2015735 ... -2.4448833  0.6589863  4.1528106],"[ 3.5579524   7.510784    0.3813292  ... -1.0466574  -0.18046026
  3.271517  ]"
119,The lawyer defended his client,The lawyer did not defend his client,"[ 1.5703895   6.737026   -0.13406079 ... -1.9742367  -0.37395746
  2.9963984 ]","[ 1.2437471   7.6228127   0.8178683  ... -1.1270115  -0.15145059
  2.340593  ]"
120,The judge presided over the trial,The judge did not preside over the trial,"[-0.08603762 -0.32803804  0.8605878  ...  0.9762745  -0.6235689
  4.2764754 ]","[ 0.2130202   0.4391834   0.37386063 ...  0.6270446  -0.36608663
  5.0017643 ]"
121,The jury reached a verdict,The jury did not reach a verdict,"[-2.3977282   2.1267464   0.19647285 ...  2.2329366  -0.981917
  4.5172334 ]","[-2.7273955   3.8029952  -0.7024045  ...  1.901321   -0.16364929
  4.733151  ]"
122,The witness testified truthfully,The witness did not testify truthfully,"[ 0.8759319   3.9744918   0.38419825 ... -0.67815065 -0.24400742
  1.3441418 ]","[ 1.530449    4.256844    0.02038319 ... -0.7117446  -0.6082634
  1.7526947 ]"
123,The evidence proved the case,The evidence did not prove the case,"[ 1.0134883   4.4277487  -0.25291023 ... -0.60801256  2.3409626
  3.8925986 ]","[ 0.77101     3.9464524  -1.0325912  ... -0.09620448  2.0024154
  5.001408  ]"
