,Sentence1,Sentence2,Sentence1_embedding,Sentence2_embedding
15,The task was difficult.,The task was challenging.,"[-0.1109889   1.8811176   3.0422282  ... -0.22128117 -2.0516791
  2.5853744 ]","[-0.8908494   1.3668716   2.526885   ... -0.58583957 -2.6051667
  1.8481846 ]"
16,The problem was complex.,The problem was intricate.,"[ 0.14113736  0.44035682  3.009446   ... -0.01988452 -2.6300035
  1.2462219 ]","[-0.04597931 -0.3667118   2.6000283  ...  0.01202258 -2.6879196
  1.1187332 ]"
17,The solution was simple.,The solution was easy.,[2.676948   4.9025373  0.4684661  ... 0.4148112  0.38922524 0.34268793],[2.7472749  4.623802   0.31160384 ... 0.09312101 1.0413948  0.9389016 ]
18,The answer was clear.,The answer was obvious.,"[-0.23393199  4.002093    1.1184037  ... -0.5143455   0.43003178
  1.2602526 ]","[-0.32579625  3.3273628   0.76867163 ... -0.4420569   0.54072255
  1.6023201 ]"
19,The explanation was concise.,The explanation was succinct.,"[ 1.9366283   2.449266    0.7787649  ... -0.7543338   0.27433228
  1.4346836 ]","[ 1.9009377   2.1477368   0.57959247 ... -0.784851    0.04987111
  1.4361525 ]"
20,The story was interesting.,The story was captivating.,"[-1.3140316  -0.63133     2.4509444  ...  0.24662495 -1.6004801
  2.6424613 ]","[-1.2616642   0.40381002  2.3077195  ...  0.03202132 -0.34022632
  2.8589985 ]"
21,The book was engaging.,The book was absorbing.,[-1.5986569 -0.460675   2.511883  ... -1.0917457  2.2492893  2.8674455],"[-1.5552422   0.23127265  2.817569   ... -0.397175    2.9987888
  3.2918487 ]"
22,The article was informative.,The article was enlightening.,"[ 0.01713333  1.7271731   2.2440863  ... -2.5589976   1.0323887
  1.3260622 ]","[-0.2889091   0.03548412  2.1485295  ... -2.6307871   1.1160107
  0.29549003]"
23,The lecture was boring.,The lecture was tedious.,"[-0.40797454 -0.58140194 -0.8355554  ... -0.85856503  2.3807983
  1.79378   ]","[ 0.17194857 -1.6646935  -0.28069806 ... -0.7909268   2.4687982
  1.9840877 ]"
24,The meeting was unproductive.,The meeting was fruitless.,"[ 2.5135918  -2.175167   -0.22642894 ...  0.16467448  1.124583
  1.9853188 ]","[ 2.8349583  -1.3092257   1.0407093  ... -0.8400604   1.6836189
  0.51529175]"
25,The project was successful.,The project was triumphant.,"[ 1.8300015   1.7283661   0.78989935 ... -0.8646453  -0.9110368
  1.6888425 ]","[ 1.6279883   0.9645729   0.08561987 ... -1.1149108  -0.5710298
  1.5960202 ]"
26,The company thrived.,The company flourished.,"[ 1.9840685   1.437108    1.5549657  ... -0.59885836 -0.79077005
  2.5607789 ]","[ 3.0500212   0.9238329   1.5287691  ... -0.75223    -0.97400916
  2.5759435 ]"
27,The business grew rapidly.,The business expanded rapidly.,[ 1.4155611 -0.5743848  2.4050946 ... -2.513431  -1.3675457  3.9226365],"[ 1.4158989  -0.83105755  2.0799365  ... -2.2208016  -1.3205626
  3.838098  ]"
28,The economy improved.,The economy progressed.,"[ 1.7522988   1.0500286   2.091475   ... -3.3604205   0.33837277
  3.3664155 ]",[ 1.6606572  1.2888827  2.1846478 ... -2.7627475 -0.0199548  2.3789842]
29,The market increased.,The market surged.,[ 2.2573135  1.3647075  2.9623213 ... -0.7814754 -0.9793983  3.8033278],"[ 1.4574922   2.166929    2.563471   ...  0.040223   -0.25730407
  3.3987985 ]"
30,The stock prices rose.,The stock prices climbed.,[ 1.1408234  0.9939901  3.0722587 ... -0.7666823 -1.3694483  2.922454 ],"[ 1.1983944   0.37720466  2.8418498  ... -0.20737687 -0.44627827
  2.3177476 ]"
31,The sales figures were good.,The sales figures were positive.,[ 0.8710739 -1.4836007  3.679951  ... -2.307961  -1.4836339  2.9191306],[ 1.4622835 -1.6467665  4.113459  ... -2.6435406 -1.3683962  2.294282 ]
32,The profits were high.,The profits were substantial.,"[-0.69010323  2.133009    2.5945156  ... -1.787117   -1.7642571
  3.2333229 ]",[ 0.0410253  2.4575553  2.6586254 ... -1.9212586 -1.3071858  2.3315334]
33,The costs were low.,The costs were minimal.,[ 1.4513655  2.866379   2.2662416 ... -1.4958731 -1.8385441  2.4967196],[ 3.0048864  2.7567794  2.8530786 ... -1.2475688 -1.2953622  2.148971 ]
34,The prices were reasonable.,The prices were fair.,"[ 2.548336    0.8287166   1.8079023  ... -0.98277456 -2.3153677
  2.6620495 ]",[ 1.3756205  1.7349195  1.4857852 ... -1.7841927 -2.6410432  2.5200257]
35,The quality was excellent.,The quality was superb.,"[-1.062227    3.018465    0.8993578  ... -0.89437187  0.21416979
  2.1076083 ]","[-1.1783087   2.6845171   1.2601967  ... -0.8653673  -0.06745915
  2.0053837 ]"
36,The service was outstanding.,The service was exceptional.,[ 2.401191   3.024659   1.4493288 ... -1.401963  -0.4190565  0.8366103],"[ 2.4122167   2.6686513   1.4886078  ... -1.1687062  -0.5746733
  0.65137166]"
37,The customer was happy.,The customer was pleased.,[ 3.157031   3.2695465  2.9422965 ... -0.8658627  0.9167411  3.3803992],"[ 3.3152466   3.7652385   2.3968992  ... -1.0229995   0.70515656
  3.4344456 ]"
38,The employee was diligent.,The employee was hardworking.,[ 3.3557625  3.16749    3.417687  ... -1.7356735  0.6353389  2.6124864],[ 2.468654   3.681206   4.2767205 ... -1.2830229 -1.3059236  3.7319496]
39,The manager was competent.,The manager was capable.,"[ 4.006672    4.1599646   2.4703326  ... -2.1460013   0.23494415
  3.3419254 ]","[ 3.841355    4.8692064   2.5484722  ... -1.975713    0.01540427
  2.997738  ]"
40,The team was effective.,The team was efficient.,[ 2.3938193  1.6063163  1.2129965 ... -2.0874052 -2.4860854  3.3772686],"[ 2.6855328   0.85732317  1.4928699  ... -2.1114287  -2.3908803
  3.0213077 ]"
41,The work was complete.,The work was finished.,[0.778903  2.0333855 1.7701069 ... 0.5524763 0.8294796 1.1271862],[0.7947973  1.738364   2.2853394  ... 0.30203325 0.51488227 1.9251636 ]
42,The assignment was challenging.,The assignment was demanding.,[-1.705486  -0.5069133  0.9439359 ... -0.5091124 -3.2730317  1.9809492],"[-1.174639   -0.35231534  1.6074593  ... -0.1875637  -2.9689186
  1.939147  ]"
43,The deadline was imminent.,The deadline was approaching.,"[-0.14384183  0.29014316  2.768328   ... -0.80639374  0.46038198
  3.7964282 ]","[-0.18728319 -0.56224704  3.3237388  ... -0.74051195  0.33096418
  3.6274955 ]"
44,The results were unexpected.,The results were surprising.,[ 1.0098873  1.9250355  0.3897035 ... -1.190079  -0.1251208  3.8457248],"[ 1.1163832   1.7728307   0.35356754 ... -1.3303063   0.13370821
  4.3305426 ]"
45,The conclusion was logical.,The conclusion was rational.,"[ 1.5697937   1.2010691  -0.47511935 ... -0.09042718  1.3417231
  1.9682786 ]","[ 1.4393722   1.6386058  -0.5107245  ... -0.13777278  1.4352696
  2.8057618 ]"
46,The argument was persuasive.,The argument was convincing.,[ 1.4146732  2.8009844  2.1657586 ... -2.0381312  1.4330696  3.0634892],[ 1.8473297  3.1453903  1.8836479 ... -2.0514584  1.2699965  3.214835 ]
47,The evidence was strong.,The evidence was compelling.,[ 1.0195842  3.7774403  1.7470877 ... -0.2538117  2.755626   4.670616 ],[ 1.051398   4.236231   1.3184032 ... -0.6246096  2.3402781  4.289417 ]
48,The decision was final.,The decision was irreversible.,"[-0.05375782  4.514539    0.74021447 ...  0.00603206  3.0180013
  2.480349  ]",[-1.2688986  5.6767817  0.6154626 ...  0.3601568  3.5302727  2.5581927]
49,The agreement was reached.,The agreement was made.,"[ 2.5214999   2.3922877   0.6187235  ... -1.7817208  -0.49661955
  2.5801277 ]","[ 2.0673108   2.9693577   1.266647   ... -1.5509909   0.30922842
  2.107636  ]"
50,The contract was signed.,The contract was finalized.,[ 2.146643   2.2023933  1.901501  ... -1.0284407 -0.1942399  1.7919505],"[ 2.315432    1.6346362   1.828002   ... -1.1527008   0.37892288
  2.1057503 ]"
51,The transaction was completed.,The transaction was concluded.,"[ 0.74425495  3.2662177   3.1198592  ... -1.072965    0.07423754
  2.0636768 ]",[ 1.3032804  2.9073195  2.541944  ... -1.3222538  0.0062439  2.5818744]
52,The payment was processed.,The payment was handled.,"[-0.34917042  7.36851     2.7198195  ... -1.3325828   0.31710935
  2.626828  ]",[ 1.0464811  6.060933   2.1958442 ... -0.9033456  0.7378484  2.6744792]
53,The delivery was prompt.,The delivery was timely.,"[ 0.6794929   2.8203      2.16435    ... -1.2289169   0.8486183
  0.54216635]","[ 1.3339156   2.5528626   2.5892873  ... -0.6705984   0.9531269
  0.61913365]"
54,The shipment arrived safely.,The shipment arrived intact.,[-1.0274199  5.4311724  4.433918  ... -2.920261   2.0249496  3.2902088],[-0.7500801  4.651745   3.64579   ... -2.5972276  1.9015888  3.4899209]
55,The package was delivered.,The package was dispatched.,"[-0.47560588  3.9166362   2.420874   ... -0.74568415  1.3440745
  1.6896656 ]",[-1.2841256  3.657887   3.1681733 ... -1.6681087  1.5102781  1.8796751]
56,The letter was sent.,The letter was mailed.,"[-0.5469986   4.471936    2.8069     ... -0.90000975  0.54353094
  0.37390405]","[-1.0848299   4.4572744   3.4835994  ... -0.87789214  0.2744383
  0.9831476 ]"
57,The email was received.,The email was gotten.,"[-1.5008688   6.027259    3.8036714  ... -2.11175     0.82883346
  2.3856778 ]",[-1.4849373  5.737839   3.6466758 ... -1.769873   1.731446   1.8406197]
58,The message was understood.,The message was comprehended.,"[-0.9109289   5.6599493   1.2938179  ... -0.3805706  -1.1096518
  0.83970976]","[-0.2791646   4.284035    0.5907474  ... -0.18285893 -1.0755794
  0.63741183]"
59,The information was helpful.,The information was useful.,"[-0.68720955  3.6770897   1.3317741  ... -2.2699976   0.0910821
  1.0954125 ]","[-0.94998294  3.9831643   1.2597812  ... -2.2772505   0.0709877
  1.0691143 ]"
60,The data was analyzed.,The data was examined.,"[-1.0265131   0.7948164  -0.21171542 ... -1.0170088  -0.9043617
  2.5812507 ]","[-1.0837808   0.1310986  -0.06387953 ... -1.0257219  -1.3005159
  1.9888932 ]"
61,The research was thorough.,The research was exhaustive.,"[ 1.2489067  -0.59418654  2.1322274  ... -0.8186854   0.52337974
  1.5030425 ]","[ 1.606314   -0.9140401   2.4395115  ... -0.60776055  0.5044352
  1.3523247 ]"
62,The study was comprehensive.,The study was extensive.,"[ 1.5403684  -1.8161345   2.3604753  ... -1.0119671   0.6305758
  0.14231634]","[ 1.2466764  -2.2928023   2.6878567  ... -0.27808085 -0.71721697
  0.5880115 ]"
63,The experiment was successful.,The experiment was a success.,[ 2.7544217  5.1970987  2.0280776 ... -1.5311799 -2.1462476  1.8975681],[ 2.1349375  4.459949   1.5342222 ... -0.8576288 -2.646395   1.093618 ]
64,The hypothesis was proven.,The hypothesis was verified.,[0.80904007 4.4975715  0.87392616 ... 0.4344716  0.86998004 2.0739088 ],[1.8480755 3.692133  1.0347841 ... 0.2727114 0.5153097 1.8345989]
65,The theory was accepted.,The theory was adopted.,"[ 1.3282936   4.3678613   0.9132341  ... -0.7684052   0.40117913
  2.4271169 ]","[ 1.065958    3.2320743   0.4806438  ... -1.3159659   0.23582518
  2.5210779 ]"
66,The concept was clear.,The concept was lucid.,"[-0.38724023  2.3149822   0.7129009  ... -0.7921816  -1.1768577
  1.1631933 ]","[-0.9577815  -0.19924742 -0.4370887  ... -0.90122014 -1.9527736
  0.9475972 ]"
67,The idea was innovative.,The idea was groundbreaking.,"[-0.23888035  1.8931558   0.96676224 ... -0.52971166 -2.3499084
  1.4455575 ]","[ 0.42270923  2.3038204   1.2984674  ... -0.6058777  -1.999555
  1.3724983 ]"
68,The invention was revolutionary.,The invention was transformative.,"[ 2.065635    4.591905    1.4788816  ... -1.7181866   0.6358429
 -0.45057434]",[ 2.2151022  4.10892    1.4317439 ... -1.5493942  1.0395977 -1.1891806]
69,The discovery was significant.,The discovery was momentous.,"[ 0.5442686   3.4523149   0.92657053 ... -1.5894703   0.83997965
  0.66276807]","[-0.02822065  3.3859825   0.5781712  ... -1.1145422   1.0774311
  1.1273357 ]"
70,The achievement was remarkable.,The achievement was extraordinary.,"[ 0.90422785  3.5375218   0.2102093  ... -0.7132109  -0.20905523
  2.647004  ]","[ 0.6232153   4.0395975   0.33572584 ... -0.7157193  -0.29008594
  2.6596904 ]"
71,The progress was steady.,The progress was consistent.,"[ 1.5127847   0.6262234   2.4471776  ... -0.4922374   0.41399536
  1.9185479 ]","[ 1.1866517   0.39957637  2.1392531  ... -0.8231605   0.2973807
  1.7688633 ]"
72,The improvement was noticeable.,The improvement was apparent.,"[ 1.71901     0.27540725  1.5196693  ... -0.60878605 -0.24849649
  0.28096503]","[ 1.4680631  -0.1943028   1.4608608  ... -0.46214586 -0.23908496
  0.21563391]"
73,The development was rapid.,The development was swift.,"[ 0.2566218  -0.68685776  1.1364877  ... -0.9071744  -0.55381334
  1.8924391 ]","[ 0.6836368  -0.43410796  1.2838221  ... -0.890267   -0.5013551
  1.8177602 ]"
74,The growth was substantial.,The growth was significant.,"[-0.1547307  -0.35773236  2.6460776  ... -0.7444062  -0.42395544
  2.0505376 ]","[ 0.34793445 -0.02458099  2.4089758  ... -0.4975422  -0.375784
  1.6951164 ]"
75,The increase was dramatic.,The increase was sharp.,"[ 0.68964475  0.21229716  0.9484998  ... -0.54058504 -0.31344122
  2.6405149 ]","[ 0.50648737 -0.4741004   1.0363791  ... -0.50566775 -0.02294896
  3.5022702 ]"
76,The decline was gradual.,The decline was slow.,"[ 1.5529209  -2.5798738   0.8541047  ... -0.21703577  0.52235955
  2.7017171 ]","[ 1.1141306  -2.2948585   0.76821935 ... -0.34065858  0.8147956
  3.643633  ]"
77,The decrease was slight.,The decrease was minimal.,"[ 2.4191103  -1.8351886   0.49861974 ... -0.58865464  0.4460941
  3.0674326 ]","[ 1.9886135  -1.1722474   0.27925146 ... -0.3581993   0.38033164
  2.7082343 ]"
78,The change was unexpected.,The change was surprising.,[-1.1909369  1.0202913  0.7422687 ...  0.4827571 -1.1456926  0.9822979],"[-0.86046517  0.7200309   0.76073456 ...  0.25226274 -1.0317386
  1.3682594 ]"
79,The effect was profound.,The effect was significant.,"[ 0.42238778  5.001044    1.4621705  ...  0.5150771  -1.311423
 -0.05015158]","[ 1.0677372   5.265264    0.96155894 ...  0.20228192 -0.88023853
  0.01644528]"
80,The impact was considerable.,The impact was substantial.,"[-0.5625121   5.107112    1.2236063  ...  0.25816712 -0.56501603
  0.5042633 ]","[-0.3636146   5.2077646   1.1809009  ...  0.13797705 -0.41514364
  0.58918893]"
81,The consequence was serious.,The consequence was grave.,"[-1.1334488   6.246517    0.8648237  ...  0.05504696  1.4822
  2.0508473 ]","[-1.2634455   6.1629577   1.1188003  ... -0.21480012  1.4347019
  1.8655195 ]"
82,The result was positive.,The result was favorable.,"[ 0.41539544  4.6949205   0.9740456  ... -1.3447301   0.24239746
  2.2110507 ]",[ 2.0182042  3.9256394  0.7034961 ... -1.11571    1.9445698  2.7921758]
83,The outcome was uncertain.,The outcome was unpredictable.,"[-0.8128525   2.031964    1.5504777  ... -0.6071023   0.15004444
  3.2555337 ]","[-0.49879512  2.285698    0.7867891  ... -0.6231553   0.49328128
  2.83242   ]"
84,The future was bright.,The future was promising.,[-0.8780457  1.3384662  2.4480863 ... -0.5244192 -1.0617287  1.2601774],"[-1.1609224   1.5132717   2.1726913  ... -0.17288232 -0.5554016
  1.2945386 ]"
85,The outlook was optimistic.,The outlook was hopeful.,"[-0.4351426  -2.4810154   2.3919818  ... -1.6946583  -0.60075843
  2.6940541 ]","[-0.677646   -2.3417375   2.3834877  ... -1.4130473  -0.60859114
  2.7854028 ]"
86,The situation was precarious.,The situation was perilous.,"[ 0.4505945  -1.2757857   1.386334   ...  0.03140821 -0.9457302
  4.225116  ]","[-0.14414276 -0.68619317  1.397027   ... -0.27359185 -1.2740127
  3.514475  ]"
87,The condition was critical.,The condition was urgent.,"[ 0.32155973  4.2105284   1.4094689  ... -0.01341032 -0.22086816
  2.2760797 ]","[ 0.29643413  4.1355      1.617651   ... -0.4891274   0.28647238
  2.232555  ]"
88,The problem was urgent.,The problem was pressing.,"[-0.04978871  2.6555274   1.5497882  ... -0.12174014 -1.3711691
  1.7308681 ]","[-0.74358547  1.6519558   0.5794623  ...  0.75657475 -1.0699266
  0.5636258 ]"
89,The issue was important.,The issue was crucial.,"[-1.3348508   0.54668826  2.038236   ... -0.261589   -1.9072641
  1.4206533 ]","[-1.2247988   0.75026196  1.5694845  ... -0.6504561  -1.5379186
  1.9105718 ]"
90,The matter was resolved.,The matter was settled.,"[ 0.99596864  2.4709232   3.4744973  ... -0.18761358 -0.37031955
  2.6947    ]","[ 1.1615463   2.2578557   3.845695   ...  0.4769954  -0.00819397
  2.7460766 ]"
91,The dispute was settled.,The dispute was resolved.,"[ 2.0938404   1.2252617   0.3317882  ...  0.10103691 -0.817962
  4.962188  ]","[ 1.8566723   1.2284452  -0.18020377 ... -0.26401752 -0.9886791
  5.000842  ]"
92,The conflict was over.,The conflict was concluded.,"[-0.5376308   4.0292463   0.36799532 ... -0.06216056 -1.6071514
  4.929136  ]","[ 1.039361    2.558028    0.50130177 ...  0.50082463 -0.5075989
  4.039666  ]"
93,The war was won.,The war was victorious.,"[ 0.8298796   6.259645    0.28632766 ... -0.21011755 -1.3660592
  1.950153  ]","[ 0.8693283   5.7164927  -0.18632318 ... -0.7247175  -0.3836115
  3.0818055 ]"
94,The battle was fought.,The battle was waged.,"[-0.09433897  2.718863   -0.29248983 ...  0.5158215  -4.053047
  2.3875473 ]","[ 0.17857957  2.5420065  -0.0308557  ...  0.6466034  -3.926458
  2.3871346 ]"
95,The fight was intense.,The fight was fierce.,"[ 0.51196325  1.1292082  -0.43040043 ...  1.4560732  -1.9297817
  4.6950545 ]","[ 0.39726767  1.6289196  -0.25381428 ...  0.9527688  -2.1060848
  4.3463902 ]"
96,The struggle was hard.,The struggle was difficult.,"[-1.1484123   1.9187038   0.6506154  ... -0.26586956 -2.7188952
  2.958612  ]","[-1.2219714   2.0178196  -0.09590521 ... -0.48232335 -2.3252232
  2.7245908 ]"
97,The effort was worthwhile.,The effort was rewarding.,"[ 2.250531    4.1173463   0.77947587 ... -0.754475   -0.41298237
  0.24845716]","[ 2.0254607   4.07483     0.59805423 ... -0.75530136 -0.7364526
  0.59696835]"
98,The experience was valuable.,The experience was enriching.,"[-0.2447207   2.5376346   1.6502354  ... -1.5269439  -0.24022505
  1.3980602 ]","[-0.97275925  1.9414663   1.0086384  ... -1.9307556  -0.03627153
  0.9884272 ]"
99,The lesson was learned.,The lesson was absorbed.,"[-1.4188627   1.7302895   0.32870325 ... -0.18624471 -1.2917397
  2.4587047 ]","[-1.2964875   1.5773747   0.21248928 ...  0.3749744  -0.10156985
  2.1870255 ]"
100,The knowledge was gained.,The knowledge was acquired.,[-1.854551   3.7465034  2.5861263 ... -1.4935611 -0.1253715  1.8097636],[-1.8130467  4.029054   2.645786  ... -1.6592586 -0.0533277  1.8746933]
101,The wisdom was shared.,The wisdom was imparted.,"[-1.0999403   3.6605892   2.035706   ...  0.59146285  0.2290102
  1.5013427 ]","[-0.941235    4.1162024   2.4154103  ...  0.570275    0.31851086
  1.2053331 ]"
102,The advice was helpful.,The advice was beneficial.,[ 0.5136752  4.4298053  1.5472765 ... -2.0988152  2.7575908  1.6794586],"[ 0.21794419  4.9404364   1.4835501  ... -1.4522206   3.2542038
  1.9411551 ]"
103,The support was appreciated.,The support was valued.,"[ 1.8428425   4.1517696   1.5158846  ... -0.96795845 -0.18937115
  0.16034296]","[ 1.9958956   4.1533155   2.0380216  ... -0.9916379  -0.47345495
 -0.28438592]"
104,The love was unconditional.,The love was boundless.,"[ 2.325699    4.8584213   2.0300255  ... -0.43519148 -0.24829526
 -0.09153795]","[ 1.406581    3.4452198   1.9002262  ... -1.437901    0.69390297
  0.06933884]"
105,The friendship was true.,The friendship was genuine.,"[ 4.507936    2.7324333   3.1758773  ... -0.28872544 -0.6037881
  1.0335315 ]",[ 5.2234077  2.8219252  2.6981804 ... -1.1041027 -0.2701469  0.8104113]
106,The relationship was strong.,The relationship was solid.,"[ 3.0100942   1.4126326   1.4376564  ... -1.1873372   0.24745062
  2.1404622 ]","[ 3.35905     1.1558179   1.1980245  ... -0.9322341   0.53815544
  1.9815361 ]"
107,The family was united.,The family was close.,"[ 2.6435266  -0.53401774  2.407866   ... -1.0059423  -0.30664498
  3.1880107 ]",[ 2.8586984 -2.0899122  2.609407  ... -1.4443357 -0.4781243  3.3543606]
108,The community was supportive.,The community was helpful.,"[ 2.4402175   0.50381154  2.4650693  ... -0.81832963 -1.78421
  1.8607718 ]","[ 2.9058928   0.18829894  2.441956   ... -0.736471   -0.90649873
  1.5124711 ]"
109,The society was prosperous.,The society was affluent.,[ 1.890485   1.4135218  1.3637797 ... -1.4955037 -0.1301262  2.5081856],"[ 1.0730253   1.2749639   1.6216084  ... -1.6242586  -0.90365905
  2.6000066 ]"
110,The world was changing.,The world was evolving.,"[-1.7072891   1.2295402   2.3937886  ...  0.32461044 -0.80701655
  1.6488892 ]","[-1.9149208   0.6209094   2.2453518  ... -0.1010633  -0.79130065
  1.9265912 ]"
111,The universe was vast.,The universe was immense.,"[-0.34941524  1.1451263   3.1827676  ...  0.51434916 -1.543335
 -0.35165754]","[-0.45112848  0.9635438   3.1319904  ...  0.50293195 -1.2362052
 -0.11690948]"
112,The time was passing.,The time was elapsing.,[-0.3129584 -2.080144   1.8060259 ...  0.2849744  0.8792591  1.3005071],"[ 0.02450044 -3.5329225   1.8968407  ... -0.14039735  0.16402285
  0.70960146]"
113,The flower was fragrant.,The flower was aromatic.,"[ 1.7842904   2.90551    -0.5013351  ... -0.24086078 -3.965767
  1.0579499 ]","[ 1.2396047   3.1302857   1.513449   ...  0.07283614 -3.258428
  1.5379574 ]"
114,The tree was tall.,The tree was lofty.,"[-0.94571245  0.24066874  2.0879993  ... -1.836244   -2.0469775
  2.9893436 ]",[-0.4732039 -0.5442993  1.5352645 ... -1.3897024 -2.0315742  2.3822513]
115,The grass was green.,The grass was verdant.,[ 1.801598   0.2986703  3.1319764 ... -1.7508923 -5.368923   3.803955 ],[ 1.2933804 -0.6383826  3.2381985 ... -1.4203333 -5.5780835  3.2781956]
116,The sky was blue.,The sky was azure.,"[-0.36691344 -1.177652    3.1464818  ... -1.121391   -4.1593757
  1.4187065 ]","[-0.08067159 -1.6115534   3.507894   ... -1.420926   -4.3939238
  1.1395502 ]"
117,The clouds were white.,The clouds were snowy.,"[ 1.2834944  -0.51359767  0.45339218 ... -1.3977482  -3.680308
  0.9068122 ]","[ 1.3287728  -1.5330994   0.23389912 ... -1.996      -3.863998
 -0.13146059]"
118,The water was clear.,The water was transparent.,[ 1.1628135  1.2882519  2.5418308 ... -1.2038366 -3.6986442  1.7282032],"[ 0.75296104  1.5017283   2.7324123  ... -0.8900151  -4.40006
  1.900903  ]"
119,The river flowed swiftly.,The river rushed swiftly.,[ 1.8187516  2.1887734  1.4483448 ... -0.9075149 -2.1373026  0.7991239],"[ 0.48665982  1.3362315   0.23987684 ... -0.47325692 -1.5694888
  1.3975027 ]"
120,The ocean was vast.,The ocean was immense.,"[-0.7003368   3.1917808   4.1653166  ...  0.44191998 -1.4737536
 -0.19518696]","[-1.1080475   2.4904783   3.745971   ...  0.5387274  -1.603301
 -0.19575468]"
121,The beach was sandy.,The beach was gritty.,"[ 1.4083092  -1.0482839   4.2798343  ... -0.34691215 -0.28062364
  2.2748687 ]","[ 1.109442   -2.1128764   4.307026   ...  0.28917032 -0.2698093
  2.1291955 ]"
122,The sand was soft.,The sand was silky.,"[ 0.63482636  1.0532281   3.2561886  ... -2.1285143  -0.5190793
  1.0382576 ]",[ 0.9581582  1.878731   3.0374055 ... -2.729902  -1.554307   0.2904822]
123,The sun was warm.,The sun was balmy.,"[-0.12757775  2.0215762   2.4145424  ...  1.5976512  -3.0020874
  3.2782893 ]",[ 0.1798672  0.6196892  1.6659045 ...  0.2869059 -2.9377365  3.038398 ]
124,The air was cool.,The air was refreshing.,[ 2.5281003  0.7990843  0.5565407 ... -1.1767964 -3.039112   1.4575306],"[ 2.7357016   0.95580626  0.79268223 ... -0.50354415 -2.162016
  0.55301744]"
